Data,IDVenditore,IDAcquirente,Valore
2019-03-02,utente_10,utente_5,684
2019-03-02,utente_9,utente_8,199
2019-03-02,utente_3,utente_6,645
2019-03-02,utente_5,utente_10,167
2019-03-02,utente_2,utente_1,140
2019-03-02,utente_3,utente_7,594
2019-03-02,utente_1,utente_2,123
2019-03-02,utente_2,utente_10,155
2019-03-02,utente_6,utente_1,680
2019-03-02,utente_4,utente_7,392
2019-03-02,utente_6,utente_5,361
2019-03-02,utente_3,utente_9,260
2019-03-02,utente_10,utente_4,204
2019-03-02,utente_2,utente_4,968
2019-03-02,utente_8,utente_4,813
2019-03-02,utente_10,utente_6,223
2019-03-02,utente_6,utente_2,759
2019-03-02,utente_9,utente_2,152
2019-03-02,utente_1,utente_9,257
2019-03-02,utente_5,utente_8,498
2019-03-02,utente_9,utente_4,562
2019-03-02,utente_4,utente_7,220
2019-03-02,utente_5,utente_3,646
2019-03-02,utente_9,utente_5,171
2019-03-02,utente_2,utente_4,492
2019-03-02,utente_6,utente_5,737
2019-03-02,utente_4,utente_9,12
2019-03-02,utente_7,utente_10,583
2019-03-02,utente_2,utente_8,239
2019-03-02,utente_3,utente_7,403
2019-03-02,utente_3,utente_1,16
2019-03-02,utente_6,utente_9,713
2019-03-02,utente_10,utente_6,69
2019-03-02,utente_2,utente_10,930
2019-03-02,utente_7,utente_1,406
2019-03-02,utente_1,utente_7,586
2019-03-02,utente_2,utente_3,2
2019-03-02,utente_6,utente_10,902
2019-03-02,utente_3,utente_4,167
2019-03-02,utente_5,utente_2,326
2019-03-02,utente_3,utente_5,912
2019-03-02,utente_3,utente_8,869
2019-03-02,utente_9,utente_7,356
2019-03-02,utente_4,utente_1,1000
2019-03-02,utente_5,utente_9,127
2019-03-02,utente_7,utente_4,410
2019-03-02,utente_10,utente_4,386
2019-03-02,utente_5,utente_3,539
2019-03-02,utente_6,utente_1,699
2019-03-02,utente_3,utente_2,604
2019-03-02,utente_6,utente_8,239
2019-03-02,utente_1,utente_6,406
2019-03-02,utente_4,utente_1,29
2019-03-02,utente_4,utente_1,11
2019-03-02,utente_2,utente_4,344
2019-03-02,utente_10,utente_2,843
2019-03-02,utente_7,utente_3,706
2019-03-02,utente_10,utente_5,39
2019-03-02,utente_4,utente_7,139
2019-03-02,utente_9,utente_5,542
2019-03-02,utente_3,utente_9,339
2019-03-02,utente_9,utente_1,946
2019-03-02,utente_1,utente_7,431
2019-03-02,utente_7,utente_9,91
2019-03-02,utente_7,utente_1,908
2019-03-02,utente_7,utente_2,791
2019-03-02,utente_4,utente_5,903
2019-03-02,utente_1,utente_5,478
2019-03-02,utente_1,utente_4,101
2019-03-02,utente_9,utente_1,419
2019-03-02,utente_4,utente_10,262
2019-03-02,utente_1,utente_6,889
2019-03-02,utente_7,utente_6,729
2019-03-02,utente_6,utente_3,973
2019-03-02,utente_8,utente_4,671
2019-03-02,utente_10,utente_5,167
2019-03-02,utente_3,utente_1,374
2019-03-02,utente_6,utente_3,514
2019-03-02,utente_1,utente_5,246
2019-03-02,utente_5,utente_7,491
2019-03-02,utente_2,utente_7,150
2019-03-02,utente_6,utente_1,683
2019-03-02,utente_1,utente_7,857
2019-03-02,utente_10,utente_7,959
2019-03-02,utente_8,utente_9,518
2019-03-02,utente_7,utente_5,746
2019-03-02,utente_2,utente_9,768
2019-03-02,utente_8,utente_6,282
2019-03-02,utente_1,utente_4,68
2019-03-02,utente_3,utente_5,342
2019-03-02,utente_5,utente_2,906
2019-03-02,utente_6,utente_5,304
2019-03-02,utente_6,utente_5,704
2019-03-02,utente_4,utente_1,13
2019-03-02,utente_4,utente_1,288
2019-03-02,utente_8,utente_2,219
2019-03-02,utente_7,utente_2,295
2019-03-02,utente_7,utente_5,200
2019-03-02,utente_7,utente_10,608
2019-03-02,utente_2,utente_1,293
2019-03-02,utente_1,utente_9,235
2019-03-02,utente_6,utente_10,180
2019-03-02,utente_1,utente_6,708
2019-03-02,utente_6,utente_7,460
2019-03-02,utente_4,utente_2,346
2019-03-02,utente_10,utente_3,297
2019-03-02,utente_6,utente_10,411
2019-03-02,utente_4,utente_10,690
2019-03-02,utente_10,utente_7,232
2019-03-02,utente_5,utente_4,537
2019-03-02,utente_9,utente_8,661
2019-03-02,utente_1,utente_3,877
2019-03-02,utente_9,utente_4,876
2019-03-02,utente_3,utente_7,455
2019-03-02,utente_7,utente_9,87
2019-03-02,utente_5,utente_8,184
2019-03-02,utente_3,utente_1,85
2019-03-02,utente_6,utente_9,257
2019-03-02,utente_2,utente_5,130
2019-03-02,utente_7,utente_2,461
2019-03-02,utente_7,utente_5,44
2019-03-02,utente_10,utente_2,790
2019-03-02,utente_10,utente_6,28
2019-03-02,utente_8,utente_9,645
2019-03-02,utente_5,utente_2,599
2019-03-02,utente_7,utente_1,215
2019-03-02,utente_7,utente_4,46
2019-03-02,utente_10,utente_1,430
2019-03-02,utente_10,utente_6,704
2019-03-02,utente_4,utente_2,351
2019-03-02,utente_8,utente_5,572
2019-03-02,utente_7,utente_9,951
2019-03-02,utente_8,utente_5,459
2019-03-02,utente_2,utente_5,139
2019-03-02,utente_5,utente_10,592
2019-03-02,utente_8,utente_2,407
2019-03-02,utente_4,utente_10,630
2019-03-02,utente_7,utente_9,226
2019-03-02,utente_9,utente_4,787
2019-03-02,utente_6,utente_7,875
2019-03-02,utente_4,utente_10,232
2019-03-02,utente_10,utente_2,315
2019-03-02,utente_8,utente_3,7
2019-03-02,utente_10,utente_7,195
2019-03-02,utente_8,utente_10,207
2019-03-02,utente_7,utente_8,587
2019-03-02,utente_2,utente_7,534
2019-03-02,utente_10,utente_8,442
2019-03-02,utente_4,utente_8,403
2019-03-02,utente_4,utente_10,384
2019-03-02,utente_9,utente_4,89
2019-03-02,utente_4,utente_7,428
2019-03-02,utente_1,utente_4,462
2019-03-02,utente_7,utente_4,343
2019-03-02,utente_1,utente_4,678
2019-03-02,utente_5,utente_6,340
2019-03-02,utente_8,utente_10,30
2019-03-02,utente_9,utente_1,367
2019-03-02,utente_9,utente_1,835
2019-03-02,utente_3,utente_1,226
2019-03-02,utente_7,utente_4,578
2019-03-02,utente_6,utente_4,462
2019-03-02,utente_1,utente_7,122
2019-03-02,utente_6,utente_5,102
2019-03-02,utente_8,utente_5,295
2019-03-02,utente_9,utente_8,121
2019-03-02,utente_7,utente_2,597
2019-03-02,utente_8,utente_9,555
2019-03-02,utente_8,utente_2,585
2019-03-02,utente_8,utente_10,241
2019-03-02,utente_2,utente_5,306
2019-03-02,utente_4,utente_9,102
2019-03-02,utente_3,utente_7,631
2019-03-02,utente_3,utente_1,474
2019-03-02,utente_7,utente_2,206
2019-03-02,utente_10,utente_8,884
2019-03-02,utente_4,utente_10,568
2019-03-02,utente_3,utente_7,82
2019-03-02,utente_2,utente_6,913
2019-03-02,utente_8,utente_9,549
2019-03-02,utente_5,utente_4,300
2019-03-02,utente_9,utente_10,237
2019-03-02,utente_7,utente_5,610
2019-03-02,utente_1,utente_8,503
2019-03-02,utente_8,utente_9,960
2019-03-02,utente_5,utente_1,505
2019-03-02,utente_5,utente_2,690
2019-03-02,utente_2,utente_5,241
2019-03-02,utente_6,utente_8,109
2019-03-02,utente_2,utente_1,744
2019-03-02,utente_10,utente_2,659
2019-03-02,utente_5,utente_8,865
2019-03-02,utente_1,utente_8,763
2019-03-02,utente_8,utente_4,641
2019-03-02,utente_7,utente_6,747
2019-03-02,utente_9,utente_3,599
2019-03-02,utente_3,utente_1,321
2019-03-02,utente_8,utente_3,1
2019-03-02,utente_9,utente_8,239
2019-03-02,utente_9,utente_10,215
2019-03-02,utente_3,utente_6,417
2019-03-02,utente_2,utente_3,994
2019-03-02,utente_5,utente_6,219
2019-03-02,utente_5,utente_9,161
2019-03-02,utente_4,utente_7,389
2019-03-02,utente_6,utente_2,1
2019-03-02,utente_4,utente_6,775
2019-03-02,utente_10,utente_4,545
2019-03-02,utente_7,utente_3,507
2019-03-02,utente_9,utente_4,539
2019-03-02,utente_7,utente_10,400
2019-03-02,utente_9,utente_10,904
2019-03-02,utente_6,utente_7,259
2019-03-02,utente_7,utente_5,508
2019-03-02,utente_7,utente_1,740
2019-03-02,utente_10,utente_4,744
2019-03-02,utente_8,utente_6,144
2019-03-02,utente_3,utente_8,436
2019-03-02,utente_3,utente_1,427
2019-03-02,utente_4,utente_9,123
2019-03-02,utente_10,utente_2,594
2019-03-02,utente_8,utente_9,471
2019-03-02,utente_10,utente_2,105
2019-03-02,utente_6,utente_8,378
2019-03-02,utente_3,utente_1,181
2019-03-02,utente_10,utente_1,65
2019-03-02,utente_4,utente_3,88
2019-03-02,utente_6,utente_5,435
2019-03-02,utente_2,utente_6,546
2019-03-02,utente_10,utente_1,116
2019-03-02,utente_6,utente_9,34
2019-03-02,utente_8,utente_5,52
2019-03-02,utente_1,utente_4,222
2019-03-02,utente_4,utente_10,492
2019-03-02,utente_9,utente_1,202
2019-03-02,utente_3,utente_7,146
2019-03-02,utente_2,utente_7,820
2019-03-02,utente_9,utente_2,217
2019-03-02,utente_10,utente_1,559
2019-03-02,utente_3,utente_6,349
2019-03-02,utente_10,utente_8,328
2019-03-02,utente_3,utente_10,606
2019-03-02,utente_9,utente_4,642
2019-03-02,utente_2,utente_10,725
2019-03-02,utente_10,utente_6,488
2019-03-02,utente_3,utente_6,890
2019-03-02,utente_2,utente_8,163
2019-03-02,utente_4,utente_8,530
2019-03-02,utente_6,utente_3,86
2019-03-02,utente_8,utente_4,660
2019-03-02,utente_1,utente_9,903
2019-03-02,utente_10,utente_4,538
2019-03-02,utente_8,utente_1,1
2019-03-02,utente_4,utente_2,158
2019-03-02,utente_8,utente_7,928
2019-03-02,utente_7,utente_8,606
2019-03-02,utente_2,utente_4,452
2019-03-02,utente_4,utente_7,674
2019-03-02,utente_8,utente_2,134
2019-03-02,utente_10,utente_4,954
2019-03-02,utente_7,utente_1,452
2019-03-02,utente_3,utente_10,812
2019-03-02,utente_2,utente_10,436
2019-03-02,utente_2,utente_3,494
2019-03-02,utente_2,utente_4,419
2019-03-02,utente_1,utente_6,491
2019-03-02,utente_7,utente_8,329
2019-03-02,utente_8,utente_9,73
2019-03-02,utente_6,utente_1,206
2019-03-02,utente_6,utente_4,181
2019-03-02,utente_10,utente_3,859
2019-03-02,utente_7,utente_9,11
2019-03-02,utente_3,utente_1,896
2019-03-02,utente_8,utente_6,598
2019-03-02,utente_3,utente_6,641
2019-03-02,utente_1,utente_5,786
2019-03-02,utente_3,utente_2,301
2019-03-02,utente_4,utente_7,455
2019-03-02,utente_5,utente_1,492
2019-03-02,utente_7,utente_2,505
2019-03-02,utente_7,utente_1,714
2019-03-02,utente_7,utente_2,358
2019-03-02,utente_5,utente_2,547
2019-03-02,utente_2,utente_3,169
2019-03-02,utente_4,utente_1,357
2019-03-02,utente_7,utente_4,88
2019-03-02,utente_7,utente_9,352
2019-03-02,utente_3,utente_6,169
2019-03-02,utente_10,utente_2,494
2019-03-02,utente_10,utente_7,563
2019-03-02,utente_3,utente_4,114
2019-03-02,utente_5,utente_1,289
2019-03-02,utente_6,utente_8,636
2019-03-02,utente_2,utente_6,320
2019-03-02,utente_4,utente_2,857
2019-03-02,utente_7,utente_6,582
2019-03-02,utente_5,utente_6,384
2019-03-02,utente_9,utente_4,462
2019-03-02,utente_6,utente_2,481
2019-03-02,utente_4,utente_9,732
2019-03-02,utente_7,utente_8,960
2019-03-02,utente_8,utente_9,62
2019-03-02,utente_9,utente_10,471
2019-03-02,utente_1,utente_8,861
2019-03-02,utente_5,utente_7,118
2019-03-02,utente_6,utente_5,675
2019-03-02,utente_10,utente_6,918
2019-03-02,utente_2,utente_9,143
2019-03-02,utente_5,utente_1,310
2019-03-02,utente_8,utente_9,449
2019-03-02,utente_7,utente_10,241
2019-03-02,utente_10,utente_4,130
2019-03-02,utente_3,utente_2,820
2019-03-02,utente_5,utente_1,690
2019-03-02,utente_5,utente_3,717
2019-03-02,utente_4,utente_7,876
2019-03-02,utente_4,utente_9,206
2019-03-02,utente_8,utente_4,661
2019-03-02,utente_1,utente_2,976
2019-03-02,utente_2,utente_8,538
2019-03-02,utente_5,utente_2,503
2019-03-02,utente_6,utente_10,896
2019-03-02,utente_9,utente_4,946
2019-03-02,utente_8,utente_10,167
2019-03-02,utente_7,utente_5,540
2019-03-02,utente_2,utente_8,223
2019-03-02,utente_10,utente_3,648
2019-03-02,utente_4,utente_9,175
2019-03-02,utente_1,utente_9,431
2019-03-02,utente_1,utente_9,532
2019-03-02,utente_5,utente_6,358
2019-03-02,utente_8,utente_6,99
2019-03-02,utente_7,utente_4,203
2019-03-02,utente_4,utente_6,470
2019-03-02,utente_4,utente_6,708
2019-03-02,utente_7,utente_4,835
2019-03-02,utente_5,utente_3,662
2019-03-02,utente_2,utente_8,222
2019-03-02,utente_1,utente_6,118
2019-03-02,utente_1,utente_8,455
2019-03-02,utente_5,utente_10,418
2019-03-02,utente_5,utente_3,560
2019-03-02,utente_8,utente_6,266
2019-03-02,utente_7,utente_9,249
2019-03-02,utente_4,utente_5,813
2019-03-02,utente_1,utente_9,364
2019-03-02,utente_5,utente_4,29
2019-03-02,utente_6,utente_8,439
2019-03-02,utente_3,utente_8,714
2019-03-02,utente_2,utente_5,572
2019-03-02,utente_4,utente_3,547
2019-03-02,utente_10,utente_2,388
2019-03-02,utente_1,utente_3,772
2019-03-02,utente_5,utente_7,940
2019-03-02,utente_2,utente_8,522
2019-03-02,utente_5,utente_1,900
2019-03-02,utente_2,utente_1,308
2019-03-02,utente_9,utente_5,511
2019-03-02,utente_10,utente_8,360
2019-03-02,utente_9,utente_5,252
2019-03-02,utente_5,utente_4,414
2019-03-02,utente_2,utente_4,686
2019-03-02,utente_7,utente_4,543
2019-03-02,utente_9,utente_8,392
2019-03-02,utente_2,utente_4,740
2019-03-02,utente_3,utente_6,458
2019-03-02,utente_5,utente_9,657
2019-03-02,utente_9,utente_7,991
2019-03-02,utente_9,utente_4,196
2019-03-02,utente_9,utente_5,273
2019-03-02,utente_6,utente_5,716
2019-03-02,utente_8,utente_1,381
2019-03-02,utente_7,utente_2,360
2019-03-02,utente_7,utente_2,936
2019-03-02,utente_4,utente_9,852
2019-03-02,utente_2,utente_4,752
2019-03-02,utente_7,utente_5,899
2019-03-02,utente_6,utente_3,274
2019-03-02,utente_7,utente_4,458
2019-03-02,utente_5,utente_9,792
2019-03-02,utente_8,utente_5,481
2019-03-02,utente_5,utente_3,581
2019-03-02,utente_5,utente_8,650
2019-03-02,utente_10,utente_2,816
2019-03-02,utente_4,utente_1,361
2019-03-02,utente_8,utente_1,891
2019-03-02,utente_10,utente_5,108
2019-03-02,utente_3,utente_2,410
2019-03-02,utente_3,utente_5,285
2019-03-02,utente_5,utente_1,616
2019-03-02,utente_6,utente_5,641
2019-03-02,utente_10,utente_2,331
2019-03-02,utente_4,utente_6,743
2019-03-02,utente_5,utente_3,299
2019-03-02,utente_3,utente_2,186
2019-03-02,utente_4,utente_7,71
2019-03-02,utente_3,utente_7,863
2019-03-02,utente_10,utente_2,216
2019-03-02,utente_4,utente_1,535
2019-03-02,utente_3,utente_6,550
2019-03-02,utente_7,utente_5,265
2019-03-02,utente_9,utente_8,618
2019-03-02,utente_4,utente_6,442
2019-03-02,utente_7,utente_5,848
2019-03-02,utente_6,utente_5,551
2019-03-02,utente_5,utente_2,727
2019-03-02,utente_5,utente_7,377
2019-03-02,utente_1,utente_9,738
2019-03-02,utente_10,utente_6,810
2019-03-02,utente_10,utente_3,187
2019-03-02,utente_8,utente_2,260
2019-03-02,utente_9,utente_6,185
2019-03-02,utente_7,utente_6,50
2019-03-02,utente_2,utente_9,54
2019-03-02,utente_9,utente_4,745
2019-03-02,utente_3,utente_8,819
2019-03-02,utente_9,utente_5,778
2019-03-02,utente_2,utente_7,840
2019-03-02,utente_4,utente_6,423
2019-03-02,utente_3,utente_6,279
2019-03-02,utente_7,utente_6,542
2019-03-02,utente_9,utente_8,499
2019-03-02,utente_3,utente_7,668
2019-03-02,utente_8,utente_7,119
2019-03-02,utente_2,utente_4,648
2019-03-02,utente_9,utente_5,318
2019-03-02,utente_1,utente_6,606
2019-03-02,utente_7,utente_6,47
2019-03-02,utente_5,utente_9,360
2019-03-02,utente_2,utente_1,122
2019-03-02,utente_7,utente_4,590
2019-03-02,utente_6,utente_8,840
2019-03-02,utente_4,utente_6,50
2019-03-02,utente_5,utente_9,63
2019-03-02,utente_8,utente_3,864
2019-03-02,utente_5,utente_3,270
2019-03-02,utente_5,utente_7,928
2019-03-02,utente_8,utente_5,828
2019-03-02,utente_3,utente_1,913
2019-03-02,utente_10,utente_7,759
2019-03-02,utente_1,utente_2,72
2019-03-02,utente_8,utente_2,292
2019-03-02,utente_2,utente_10,965
2019-03-02,utente_6,utente_4,314
2019-03-02,utente_1,utente_3,840
2019-03-02,utente_6,utente_10,907
2019-03-02,utente_9,utente_6,516
2019-03-02,utente_4,utente_8,76
2019-03-02,utente_10,utente_4,524
2019-03-02,utente_1,utente_6,409
2019-03-02,utente_4,utente_2,719
2019-03-02,utente_1,utente_6,849
2019-03-02,utente_1,utente_8,420
2019-03-02,utente_3,utente_5,156
2019-03-02,utente_6,utente_3,313
2019-03-02,utente_8,utente_7,879
2019-03-02,utente_7,utente_10,316
2019-03-02,utente_3,utente_9,839
2019-03-02,utente_8,utente_9,561
2019-03-02,utente_1,utente_6,316
2019-03-02,utente_4,utente_10,153
2019-03-02,utente_2,utente_3,719
2019-03-02,utente_3,utente_7,803
2019-03-02,utente_2,utente_4,600
2019-03-02,utente_9,utente_10,533
2019-03-02,utente_5,utente_2,879
2019-03-02,utente_10,utente_7,458
2019-03-02,utente_4,utente_1,275
2019-03-02,utente_5,utente_2,293
2019-03-02,utente_10,utente_5,635
2019-03-02,utente_8,utente_3,572
2019-03-02,utente_10,utente_5,502
2019-03-02,utente_4,utente_8,111
2019-03-02,utente_3,utente_4,681
2019-03-02,utente_4,utente_1,82
2019-03-02,utente_6,utente_1,414
2019-03-02,utente_6,utente_3,448
2019-03-02,utente_7,utente_2,994
2019-03-02,utente_2,utente_10,842
2019-03-02,utente_7,utente_5,462
2019-03-02,utente_7,utente_4,1000
2019-03-02,utente_7,utente_5,926
2019-03-02,utente_10,utente_9,802
2019-03-02,utente_2,utente_8,982
2019-03-02,utente_1,utente_8,672
2019-03-02,utente_9,utente_3,993
2019-03-02,utente_1,utente_3,14
2019-03-02,utente_6,utente_4,526
2019-03-02,utente_10,utente_4,258
2019-03-02,utente_7,utente_5,472
2019-03-02,utente_3,utente_5,561
2019-03-02,utente_9,utente_6,557
2019-03-02,utente_10,utente_7,965
2019-03-02,utente_10,utente_4,781
2019-03-02,utente_7,utente_6,562
2019-03-02,utente_10,utente_5,266
2019-03-02,utente_3,utente_1,191
2019-03-02,utente_4,utente_8,85
2019-03-02,utente_5,utente_8,657
2019-03-02,utente_8,utente_5,128
2019-03-02,utente_10,utente_6,42
2019-03-02,utente_3,utente_10,891
2019-03-02,utente_5,utente_9,876
2019-03-02,utente_4,utente_7,760
2019-03-02,utente_9,utente_3,25
2019-03-02,utente_10,utente_4,74
2019-03-02,utente_7,utente_1,221
2019-03-02,utente_4,utente_6,901
2019-03-02,utente_3,utente_1,468
2019-03-02,utente_2,utente_9,187
2019-03-02,utente_6,utente_9,623
2019-03-02,utente_6,utente_4,836
2019-03-02,utente_8,utente_5,378
2019-03-02,utente_7,utente_9,530
2019-03-02,utente_10,utente_2,919
2019-03-02,utente_10,utente_7,803
2019-03-02,utente_3,utente_10,469
2019-03-02,utente_5,utente_6,858
2019-03-02,utente_7,utente_9,156
2019-03-02,utente_8,utente_5,115
2019-03-02,utente_4,utente_8,589
2019-03-02,utente_5,utente_7,218
2019-03-02,utente_9,utente_10,652
2019-03-02,utente_1,utente_9,800
2019-03-02,utente_4,utente_8,116
2019-03-02,utente_9,utente_5,326
2019-03-02,utente_10,utente_2,800
2019-03-02,utente_7,utente_2,304
2019-03-02,utente_7,utente_5,643
2019-03-02,utente_7,utente_9,653
2019-03-02,utente_9,utente_7,87
2019-03-02,utente_4,utente_9,440
2019-03-02,utente_1,utente_8,795
2019-03-02,utente_1,utente_10,289
2019-03-02,utente_3,utente_4,428
2019-03-02,utente_2,utente_10,815
2019-03-02,utente_7,utente_1,648
2019-03-02,utente_4,utente_1,868
2019-03-02,utente_4,utente_7,988
2019-03-02,utente_2,utente_10,547
2019-03-02,utente_5,utente_9,428
2019-03-02,utente_1,utente_9,282
2019-03-02,utente_9,utente_1,787
2019-03-02,utente_6,utente_3,140
2019-03-02,utente_10,utente_2,92
2019-03-02,utente_8,utente_9,285
2019-03-02,utente_3,utente_6,957
2019-03-02,utente_7,utente_3,941
2019-03-02,utente_9,utente_6,388
2019-03-02,utente_7,utente_5,579
2019-03-02,utente_7,utente_1,623
2019-03-02,utente_5,utente_2,953
2019-03-02,utente_5,utente_4,820
2019-03-02,utente_8,utente_5,999
2019-03-02,utente_3,utente_4,558
2019-03-02,utente_2,utente_7,523
2019-03-02,utente_2,utente_4,250
2019-03-02,utente_8,utente_6,198
2019-03-02,utente_7,utente_4,959
2019-03-02,utente_6,utente_8,424
2019-03-02,utente_7,utente_4,358
2019-03-02,utente_8,utente_6,258
2019-03-02,utente_10,utente_9,436
2019-03-02,utente_10,utente_5,639
2019-03-02,utente_8,utente_10,522
2019-03-02,utente_2,utente_5,214
2019-03-02,utente_9,utente_10,912
2019-03-02,utente_1,utente_9,394
2019-03-02,utente_5,utente_6,919
2019-03-02,utente_10,utente_4,64
2019-03-02,utente_6,utente_1,426
2019-03-02,utente_7,utente_3,791
2019-03-02,utente_7,utente_5,343
2019-03-02,utente_4,utente_7,518
2019-03-02,utente_2,utente_6,332
2019-03-02,utente_10,utente_8,84
2019-03-02,utente_8,utente_5,255
2019-03-02,utente_5,utente_6,720
2019-03-02,utente_5,utente_9,665
2019-03-02,utente_3,utente_1,100
2019-03-02,utente_3,utente_8,460
2019-03-02,utente_3,utente_1,558
2019-03-02,utente_5,utente_2,867
2019-03-02,utente_7,utente_3,30
2019-03-02,utente_2,utente_7,846
2019-03-02,utente_1,utente_3,229
2019-03-02,utente_2,utente_4,25
2019-03-02,utente_1,utente_4,359
2019-03-02,utente_5,utente_8,748
2019-03-02,utente_7,utente_3,925
2019-03-02,utente_10,utente_3,313
2019-03-02,utente_4,utente_8,866
2019-03-02,utente_5,utente_1,558
2019-03-02,utente_5,utente_8,273
2019-03-02,utente_5,utente_1,559
2019-03-02,utente_10,utente_2,588
2019-03-02,utente_5,utente_8,604
2019-03-02,utente_3,utente_7,753
2019-03-02,utente_4,utente_2,473
2019-03-02,utente_6,utente_8,74
2019-03-02,utente_3,utente_8,950
2019-03-02,utente_5,utente_7,607
2019-03-02,utente_6,utente_8,254
2019-03-02,utente_7,utente_1,97
2019-03-02,utente_4,utente_5,908
2019-03-02,utente_1,utente_9,411
2019-03-02,utente_5,utente_8,300
2019-03-02,utente_3,utente_10,87
2019-03-02,utente_10,utente_5,37
2019-03-02,utente_7,utente_8,994
2019-03-02,utente_9,utente_7,797
2019-03-02,utente_7,utente_10,338
2019-03-02,utente_8,utente_10,377
2019-03-02,utente_9,utente_4,639
2019-03-02,utente_1,utente_2,379
2019-03-02,utente_9,utente_3,400
2019-03-02,utente_9,utente_1,969
2019-03-02,utente_10,utente_3,631
2019-03-02,utente_7,utente_2,499
2019-03-02,utente_3,utente_1,967
2019-03-02,utente_4,utente_10,914
2019-03-02,utente_10,utente_4,191
2019-03-02,utente_2,utente_5,734
2019-03-02,utente_3,utente_9,385
2019-03-02,utente_2,utente_7,105
2019-03-02,utente_3,utente_8,671
2019-03-02,utente_10,utente_5,76
2019-03-02,utente_6,utente_1,770
2019-03-02,utente_8,utente_3,424
2019-03-02,utente_5,utente_10,484
2019-03-02,utente_3,utente_9,494
2019-03-02,utente_7,utente_4,479
2019-03-02,utente_1,utente_4,161
2019-03-02,utente_10,utente_2,854
2019-03-02,utente_8,utente_2,26
2019-03-02,utente_1,utente_5,116
2019-03-02,utente_10,utente_4,266
2019-03-02,utente_1,utente_4,442
2019-03-02,utente_5,utente_3,141
2019-03-02,utente_3,utente_4,866
2019-03-02,utente_4,utente_6,462
2019-03-02,utente_1,utente_4,250
2019-03-02,utente_10,utente_1,560
2019-03-02,utente_2,utente_7,894
2019-03-02,utente_1,utente_9,152
2019-03-02,utente_9,utente_3,398
2019-03-02,utente_1,utente_8,266
2019-03-02,utente_5,utente_6,705
2019-03-02,utente_7,utente_1,829
2019-03-02,utente_6,utente_10,601
2019-03-02,utente_6,utente_8,919
2019-03-02,utente_5,utente_3,477
2019-03-02,utente_1,utente_6,343
2019-03-02,utente_2,utente_5,277
2019-03-02,utente_3,utente_8,281
2019-03-02,utente_3,utente_5,707
2019-03-02,utente_10,utente_2,413
2019-03-02,utente_5,utente_7,108
2019-03-02,utente_2,utente_8,1
2019-03-02,utente_9,utente_2,620
2019-03-02,utente_3,utente_5,948
2019-03-02,utente_4,utente_10,353
2019-03-02,utente_4,utente_2,40
2019-03-02,utente_1,utente_10,594
2019-03-02,utente_5,utente_4,135
2019-03-02,utente_1,utente_6,782
2019-03-02,utente_4,utente_5,742
2019-03-02,utente_6,utente_4,419
2019-03-02,utente_5,utente_2,302
2019-03-02,utente_9,utente_7,498
2019-03-02,utente_5,utente_6,608
2019-03-02,utente_8,utente_7,995
2019-03-02,utente_6,utente_5,889
2019-03-02,utente_2,utente_5,641
2019-03-02,utente_5,utente_10,726
2019-03-02,utente_6,utente_1,703
2019-03-02,utente_10,utente_7,729
2019-03-02,utente_9,utente_1,505
2019-03-02,utente_10,utente_8,173
2019-03-02,utente_8,utente_5,900
2019-03-02,utente_5,utente_4,736
2019-03-02,utente_5,utente_1,205
2019-03-02,utente_10,utente_1,158
2019-03-02,utente_3,utente_6,376
2019-03-02,utente_7,utente_10,86
2019-03-02,utente_10,utente_6,301
2019-03-02,utente_2,utente_8,126
2019-03-02,utente_6,utente_4,986
2019-03-02,utente_1,utente_7,305
2019-03-02,utente_5,utente_8,1
2019-03-02,utente_5,utente_1,468
2019-03-02,utente_6,utente_3,102
2019-03-02,utente_3,utente_9,785
2019-03-02,utente_3,utente_9,71
2019-03-02,utente_10,utente_6,772
2019-03-02,utente_4,utente_6,225
2019-03-02,utente_9,utente_10,575
2019-03-02,utente_1,utente_6,570
2019-03-02,utente_1,utente_7,173
2019-03-02,utente_1,utente_7,386
2019-03-02,utente_1,utente_3,623
2019-03-02,utente_2,utente_9,199
2019-03-02,utente_9,utente_3,5
2019-03-02,utente_1,utente_9,131
2019-03-02,utente_2,utente_10,909
2019-03-02,utente_1,utente_6,786
2019-03-02,utente_1,utente_3,274
2019-03-02,utente_10,utente_8,575
2019-03-02,utente_8,utente_6,778
2019-03-02,utente_2,utente_8,472
2019-03-02,utente_5,utente_8,955
2019-03-02,utente_6,utente_7,422
2019-03-02,utente_1,utente_8,369
2019-03-02,utente_4,utente_8,244
2019-03-02,utente_1,utente_10,565
2019-03-02,utente_3,utente_10,689
2019-03-02,utente_8,utente_5,557
2019-03-02,utente_7,utente_6,156
2019-03-02,utente_4,utente_2,399
2019-03-02,utente_2,utente_1,68
2019-03-02,utente_8,utente_1,754
2019-03-02,utente_4,utente_6,546
2019-03-02,utente_1,utente_4,70
2019-03-02,utente_9,utente_3,130
2019-03-02,utente_4,utente_6,447
2019-03-02,utente_6,utente_4,991
2019-03-02,utente_3,utente_7,338
2019-03-02,utente_6,utente_1,385
2019-03-02,utente_4,utente_3,976
2019-03-02,utente_1,utente_5,853
2019-03-02,utente_5,utente_8,6
2019-03-02,utente_3,utente_5,356
2019-03-02,utente_9,utente_6,595
2019-03-02,utente_9,utente_8,310
2019-03-02,utente_5,utente_9,824
